identity_time_interval,bill_billing_period_end_date,bill_billing_period_start_date,identity_line_item_id,line_item_blended_cost,line_item_unblended_cost,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,resource_tags,line_item_usage_start_date_comparison
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,whymvmfube2iqjs3rawfonn6psdl433oqnpr3ywvpazvl42tc52q,3.7967e-06,3.2964e-06,HeadObject,AmazonS3,t51bfraveiceberg,4.70913e-05,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,og7f6xidxz4ovefjbowi6nmeirkqjo2b6grxwwvdzd4lhgofb4ya,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-east-1:076395046979:key/dff44a15-a2b9-4b35-aa41-3d11555f553c,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ir3q3ydga6yqxzb4gkhe5d7xkxnuqb76jqyoxd2vcitcc45mzk2a,5e-06,5e-06,ListBucketVersions,AmazonS3,t51bfraveiceberg,1.0,2024-05-20T06:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,trv3bdtb5j4mtqzdx5ahhk7ki5thsu63sc2eywuz3qq3nkoc3ria,3e-05,3e-05,GetKeyPolicy,awskms,arn:aws:kms:us-east-1:076395046979:key/f272f02f-2008-4756-9875-1e29e86c9920,10.0,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,3xn6vsmrqv4mx5fqcldu6obabijyviolalip4idshhghqelelh4a,1.2e-06,1.2e-06,ReadBucketPolicy,AmazonS3,t51bfraveiceberg,3.0,2024-05-20T08:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ksunwwabay5jwojdgcu6qemrmynzd5o3pk7wh2h3434la6sc4rna,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-east-2:076395046979:key/90b57ba4-ea2f-4433-8a2e-a3fc03cc7dc7,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,h3j7jkkm3s6h2px6egz6kjz4vj37yxt5gzsnixobjgfcemn4hkxq,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-east-1:076395046979:key/350de85e-d307-48b5-aad8-2e83de3ff367,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,exow56m4brjas4eflhdjy52ow4vsxnwpnripc67amjqfqicsosuq,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-east-2:076395046979:key/17c9132c-4c9f-48de-a72b-069eba749212,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,e4xamzd644gpjlfqsvozebb2z2aup4ep6iwlyluauhizsi7gw2pq,2e-09,2e-09,ReadLocation,AmazonS3,team-51-ab-msk-connect-sink,1.006e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni"",""user_name"":""team-51-ab-msk-connect-sink""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,apctb5ufnyb26excakanykrnkrfjixogjysou6n6rxw3oie6rkfa,0.0,0.0,Request,AWSGlue,,6.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,bbieq2gatwflik7lv23hbcv2z673eqidthavuetswdyrtplqlgva,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/bb649d2a-237f-42dc-8a6b-4de45ac5d97b,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ofzxdjh5mm6ar2asnrem5zxrsc7xoke4oref2isa5zhgyaprouiq,4e-07,4e-07,ReadNotificationProps,AmazonS3,t51bfraveiceberg,1.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,g2zay3pc4z7ks742goaobcojaykgkcg2x6kd7wpjfnp2js3p3ukq,8e-07,8e-07,ReadLogProps,AmazonS3,hp-maudit-test,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:hpoon@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,h2ps643sba4a5pwdmieck55he5husxvv6wv6rbrowt5fxguwmceq,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/1c5615bb-6bbf-4833-be35-12fbf2266d31,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""user_product"":""CTMS"",""user_cost_center"":""Site Management"",""user_company"":""mdsol"",""user_environment"":""blue"",""user_owner"":""Prakash Kumar"",""user_tenant"":""blue"",""user_name"":""ctms-flow-key""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,pmmn6pfihyjdr6wh3brv7ndw4f3xus42b7ozmdhqindqhnuqr32a,1e-05,1e-05,ReadLocation,AmazonS3,loki-3,25.0,2024-05-20T09:00:00.000Z,2024-05-20T00:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:sokato@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,azllru6dp6nvw63gexsb2qutk73fpbrfhikyyo6g7esvtvlcdycq,6.42e-08,6.42e-08,ListAllMyBuckets,AmazonS3,,3.2056e-06,2024-05-20T06:00:00.000Z,2024-05-20T04:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,3s6yucpjnuju6msxatqzsdlgg2gbki5a3k3v6scn7irfmkahadoa,4e-09,4e-09,ReadLocation,AmazonS3,medsingestorziptest,2.012e-07,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBWNLTRZ5F4:abodhale""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,md6dlqwnhqpjwnnylyfsbb3gsdytpee2sutkcpcfb5njbu3ozvka,0.014784946,0.014784946,CurrentKeys,awskms,arn:aws:kms:us-east-1:076395046979:key/dff44a15-a2b9-4b35-aa41-3d11555f553c,0.014784946,2024-05-20T11:00:00.000Z,2024-05-20T00:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,5wbn3johvchfsf33qsvlwagyfb4zjddl2tkzxwtskwhbeoh3xmwq,8e-07,8e-07,ReadBucketPolicy,AmazonS3,team-51-ab-msk-connect-sink,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni"",""user_name"":""team-51-ab-msk-connect-sink""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,vd7bsnvcqmoz36rpdqbpttm2y4rysyts6bppgutfwav54j67psuq,2.6e-09,2.6e-09,ReadLocation,AmazonS3,cf-templates-m01ixtvp0jr0-us-east-2,1.276e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:dkrishnaswamy@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,f265jscu35ilrv6ullfojkodzijm2ajkzuqs6tikowwsebpp5azq,0.01,0.01,AllocateAddressVPC,AmazonVPC,arn:aws:ec2:us-east-1:076395046979:elastic-ip/eipalloc-0cfacc6f07cd6c4eb,2.0,2024-05-20T02:00:00.000Z,2024-05-20T00:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,bx2vej5kg6tlzotncgr2cdkq4oczptq3sygy2765vwblog53xcbq,5.6e-09,5.6e-09,ReadCostAllocation,AmazonS3,kardashian-bucket,5.532e-07,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:aansari@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,namhhsuuszs5ixp5fixfackrpka3k2qfqkswtsidv2qc3ha5m65q,1.1976e-06,1.2e-06,Invoke,AWSLambda,arn:aws:lambda:us-east-1:076395046979:function:custodian-ebs-propagate-tags,6.0,2024-05-20T08:00:00.000Z,2024-05-20T00:00:00.000Z,"{""user_product"":""cloudcustodian"",""user_company"":""mdsol"",""user_owner"":""cloudinfrastructure""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,5x7psy5xzuzt4onwgqbbcc4hfrwu3xb7zccyzvbddzsb64pvqpvq,1.2e-08,1.04e-08,RunInstances,AmazonEC2,i-0a369bec21c60e481,1.492e-07,2024-05-20T10:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,7izdlcolhlw6ujkvk4tizvdshguhcrhxj66wnvf5q4rxb6u7xzja,0.0,0.0,HourlyStorageMetering,AmazonCloudWatch,arn:aws:logs:ca-central-1:076395046979:log-group:/aws/lambda/custodian-missing_ec2_mdsol_tags,5.1859e-06,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,avwdzf46mi6fxb4eu6vpdacfkpkhxju3b2b2my6wt4gyrzzsoyza,4e-07,4e-07,ReadRequestPaymentProps,AmazonS3,map-276-tf-test-1,1.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BBSVRBDIDZV:map-276-exec-tf""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,hi6bsljvqcgp32tevpb7kdu74wod4k555hiwm4ulzxq24nvkf7fq,8.1e-09,7e-09,ReadLocation,AmazonS3,config-bucket-076395046979,1.006e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBTB2MHRTUR:mshaik""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ixpom37pfwrvhk46wqtlhjmsf7amsh2apwk3dpzc3capywkuvg2a,5.1e-09,5.1e-09,ReadLocation,AmazonS3,cf-templates-m01ixtvp0jr0-us-east-2,2.552e-07,2024-05-20T03:00:00.000Z,2024-05-20T02:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:dkrishnaswamy@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ijbey3n6aso7mtppi6gq4lzteh7z6j5kyzcwnfnklgtrdg3n4mxq,4e-09,4e-09,ReadLocation,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,2.012e-07,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,nogdmzf7zvdx2p5q77ydrg4i54rcboc7xhhocrr4i5tjpqp2qovq,0.0,0.0,PublicIP-In,AmazonEC2,i-0a369bec21c60e481,8.2703e-06,2024-05-20T11:00:00.000Z,2024-05-20T00:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,6mf4jl62avtj5q7goaf4kbnacoeubbu62u4ilrowzren25okjr4a,3.6e-05,3.6e-05,,AWSCloudTrail,,36.0,2024-05-20T06:00:00.000Z,2024-05-20T00:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,mztbeczyueiekqxx5c7pwh7uz3syrxizyn5xdh6u3znshrotmvua,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-west-2:076395046979:key/ff31be89-50e5-421e-af4f-0724156d1eb0,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,asimzizmpoprpf3upmbtn3zfiuxiltivigmmjr4oiveioqrahhoq,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-east-1:076395046979:key/7afbe0a9-545c-4d70-94f8-fd04c820472d,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,"{""user_product"":""Conmannotifications"",""user_cost_center"":""Site Management"",""user_company"":""mdsol"",""user_environment"":""blue"",""user_owner"":""Prakash Kumar"",""user_tenant"":""blue""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,exgez57qkhxfeukoihqndidppsb2iw3fkqdwqbretoc35gym64ua,1.68e-05,1.68e-05,GetLensConfiguration,AmazonS3,,42.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,qbrzkolubn7wlvvfes6sf3vipisqu5accxi6277hzloyxioowwaa,0.0042489256,0.0027898688,PutLogEvents,AmazonCloudWatch,arn:aws:logs:us-east-1:076395046979:log-group:vpc-aspera-sandbox-vpc-flow-logs-group,0.0111594748,2024-05-20T10:00:00.000Z,2024-05-20T00:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ktfoh4gzamxaxge4spdnboyyylxxh2imq5cpxrnsslv2aptfz5iq,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/72c0a2af-c87e-4a22-ad56-2b04c9eb9cad,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ec2xesfub5lkrwkg5t2nwx42pddqe5iudd33qwjmg5fmoclcvasa,9.6e-06,9.6e-06,ReadLocation,AmazonS3,coder-blue,24.0,2024-05-20T09:00:00.000Z,2024-05-20T00:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:hpoon@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,baxode56aoxh3tschmxxi6ixouecfrisje63kdjlllppgsjeqf5a,6.1e-09,6.1e-09,ReadBucketPolicy,AmazonS3,team-51-ab-msk-connect-sink,6.072e-07,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni"",""user_name"":""team-51-ab-msk-connect-sink""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,hiqmswq4ejou2q22ju4klq3lsqncg4upv5vpwnzodrc2hmsemz5a,4e-09,4e-09,ReadLocation,AmazonS3,t51bficebergrave2,2.012e-07,2024-05-20T03:00:00.000Z,2024-05-20T02:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ldiczalq23qwjpggrxgdtln5vzicta3itcq5msk5n7evmzfytwpa,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-west-2:076395046979:key/947d1677-cc1c-4236-b195-aaf8633aee17,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,mqxwpduhdcujnfkxnesz7lshiccynplrkmmzvnh74fi54hllramq,4e-09,4e-09,ReadLocation,AmazonS3,loki-3,2.012e-07,2024-05-20T06:00:00.000Z,2024-05-20T04:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:sokato@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,bxiiwfr62ll6yg2hixq55pgehptu2pg736sknlz77gngbputtjrq,0.0,0.0,Unknown,AmazonStates,,1.06422e-05,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,qollla4xkkooxgke3rjbjqx25ekbtwl3x2ffctkfmlgodvw3zdfq,4.5743e-06,3.9715e-06,InitiateMultipartUpload,AmazonS3,t51bfraveiceberg,5.67362e-05,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,tdv77jwhgfwowwipc4exdeaq6t7br2vrhz4zuiuqd5ledtofibia,0.0,0.0,ListSubscriptions,AmazonSNS,,4.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,hargdznexzqxt3vpajcbysfdz56ru6rkwcubznrf2y6dycmfw4xq,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/ae3ec24b-28ee-43dd-a250-a5bce834452d,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""user_product"":""Conmannotifications"",""user_cost_center"":""Site Management"",""user_company"":""mdsol"",""user_environment"":""blue"",""user_owner"":""Prakash Kumar"",""user_tenant"":""blue""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,cegejhpnyitd5i5sj5ldruwusrtxsjo4zhisbsjzh2yvqqsybg5q,0.0,0.0,Request,AWSGlue,,6.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ljtyohatmfx5xqh2dslst7aq2gbjnh3ifzexuz33mljeu5g6abza,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:ap-southeast-1:076395046979:key/b74cd91b-fd59-4cf0-8287-7069938362d7,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,nlythwly3pcdxff3ftkxg5lvvc2hpseckuvfk23eix4qxiiyabya,8e-07,8e-07,ReadVersioningProps,AmazonS3,medsingestorziptest,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBWNLTRZ5F4:abodhale""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,oxpspl5x4djholrmjgseq6btgz7latqogmjjhy5gnmdqpoht24fa,0.0,0.0,HourlyStorageMetering,AmazonCloudWatch,arn:aws:logs:sa-east-1:076395046979:log-group:/aws/lambda/custodian-missing_lambda_mdsol_tags,1.5598e-06,2024-05-20T03:00:00.000Z,2024-05-20T02:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,lsebpbf5kgci7w5ggaohlemwr4bubfuoagvaj2hzinnz7xjyjlma,4e-09,4e-09,ReadLocation,AmazonS3,config-bucket-076395046979,2.012e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBTB2MHRTUR:mshaik""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,wwt7bscyitnnyublwez7tuicdywwvtnkan4gdfmidfv7kyd2735q,8e-07,8e-07,ReadBucketPolicy,AmazonS3,config-bucket-076395046979,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBTB2MHRTUR:mshaik""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ormhntruh3umettdutcxnyohuxgkwr4b2vymvyplspw4nq33frxq,8.35045e-05,4.0597e-05,LogDelivery,AmazonCloudWatch,arn:aws:ec2:us-east-1:076395046979:vpc-flow-log/fl-08fc06bf96f298497,0.000541294,2024-05-20T10:00:00.000Z,2024-05-20T00:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,j3pangj34bz5jmwqkdenmbxiengonxknwhmx37wx6c7353lffe4q,4e-09,4e-09,ReadLocation,AmazonS3,kardashian-bucket,2.012e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:aansari@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,5fo6d5kewwxbpg2gjogcaqj2a5zjyesc3wo5ga6pgfrrovve4qia,8e-07,8e-07,ReadBucketPublicAccessBlock,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,2.0,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,tj7643f6zrvooitd3pilkv6bykkfwrah4g34y4elz7i3phylzg6a,8e-07,8e-07,ReadNotificationProps,AmazonS3,msms3,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB6ACEVXFXM:mmaradkar""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ae5yffvuhn5zo5tunbcyp65emuzaf5mnuzaouawq6luyxq5wob4q,8e-07,8e-07,ReadBucketReplication,AmazonS3,team-51-ab-msk-connect-sink,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni"",""user_name"":""team-51-ab-msk-connect-sink""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ocwcz6mbrwuxyljnjs4ismt7edb462sgsdgex4zj64wk2a4s2kpq,0.03272,0.03272,,AWSCloudTrail,,1636.0,2024-05-20T10:00:00.000Z,2024-05-20T00:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,yd7trtafobzpdj34okqmpdcz6geovzjbl6vyx2h2f7ipei3qyveq,5.6e-09,5.6e-09,ReadCostAllocation,AmazonS3,team-51-ab-msk-connect-sink,5.606e-07,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni"",""user_name"":""team-51-ab-msk-connect-sink""}",2024-05-20
