tags,configurationItemVersion,configurationItemCaptureTime,configurationItemCaptureDate,configurationStateId,awsAccountId,configurationItemStatus,resourceType,resourceId,awsRegion,identity_time_interval,bill_billing_period_end_date,bill_billing_period_start_date,identity_line_item_id,line_item_blended_cost,line_item_unblended_cost,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,resource_tags
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,n6gwpukespnuwjzopxjzllsabksxydn7elaa6o5dbsnxz7yki5qa,8e-07,8e-07,ReadNotificationProps,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,2.0,2024-05-20T08:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,gr6px7f4loa4qbgyskqmbeits3kvwle32jq6zqa3ttiqz57rmyha,8e-07,8e-07,ReadCostAllocation,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,2.0,2024-05-20T08:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,uyoamkaukymonhnus2rklyzzn5jjojxat2frdtfjgwz2jtfsoqta,4e-07,4e-07,ReadBucketCors,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,1.0,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,bgshytl4c2qek4ueoglnxdhprkaayxyxxpn6ynknfcqkkphhwq7q,4e-07,4e-07,ReadBucketIntelligentTiering,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,1.0,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ocwknwq5p4axgufvkombigkpy7mbjsguyztkn5xe2eniqr2lerxa,4e-07,4e-07,ReadBucketPolicyStatus,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,1.0,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,yp6ie362wymtwfkvlv2igz4d4v7fss57smgtulyt2csadswb4hoq,2.4e-06,2.4e-06,HeadObject,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,6.0,2024-05-20T08:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,inftfhorhk2nvqe3x2of5yxm3pswyuu6m7y7rvrbyrqj6w5damua,1.2e-06,1.2e-06,ReadACL,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,3.0,2024-05-20T09:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,wrbuzlj33ywno2uhf6evjyy6csroenjjlir3eu4fxm5iveuy4seq,5e-06,5e-06,WriteBucketServerSideEncryption,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,1.0,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,2tchgeq6d3dfavybkexnzmogwka5faxuimwag6mftivow6z476cq,1.62e-08,1.41e-08,ReadLocation,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,2.012e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,bfz2skt77papl4cmfys3lwkd3bkrk7my5nivgyhj35ng5yarb47q,4e-07,4e-07,ReadBucketInventory,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,1.0,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
"{'aws:cloudformation:stack-name': 'edgectms-gateway-envprep-unis-sandbox', 'aws:cloudformation:logical-id': 'ServerlessDeploymentBucket', 'aws:cloudformation:stack-id': 'arn:aws:cloudformation:us-east-1:076395046979:stack/edgectms-gateway-envprep-unis-sandbox/04a77900-166f-11ef-9846-1291a795f9c7', 'STAGE': 'unis-sandbox'}",1.3,2024-05-20T06:06:52.183Z,2024-05-20,1716185212183,076395046979,ResourceDiscovered,AWS::S3::Bucket,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,k345t4v6gxeqd2negix7xqq44lz2zuuqzbu52tt53zdqklr7432a,5.2e-09,5.2e-09,ReadCostAllocation,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,5.234e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,yufrgflk6l7u23dohsgwxvnu7jned36llverciu3xfw27rnaqz7q,1.6e-06,1.6e-06,ReadBucketServerSideEncryption,AmazonS3,map-276-exec-src,4.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,q47kekdg3g65bplerl4raotdcz7fqvvxlfue5mvm3r6x4u77ml6q,8e-07,8e-07,ReadLogProps,AmazonS3,map-276-exec-src,2.0,2024-05-20T09:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,tgxc6nmw7n5s2qcp5rqmo2xauu3xe6j3iabwr4whacqseeoosucq,1.1e-09,1.1e-09,ReadNotificationProps,AmazonS3,map-276-exec-src,1.071e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,gf37vrcrprq2tzuyoxbrjnk6gqeppu4dahgu6bqrxnexztj2ieaa,1.04e-05,1.04e-05,GetObject,AmazonS3,map-276-exec-src,26.0,2024-05-20T10:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,6kwpwcioswe3xbdykchiopm653ugfjtg333qcb2y7ovl3v4mbeyq,1e-09,1e-09,ReadLocation,AmazonS3,map-276-exec-src,1.006e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,hrzk5szmvgoefwb7r5qs2zfllmsjnq7rztduqjqjyu5bo2otbsva,3.2e-09,3.2e-09,ReadBucketPolicy,AmazonS3,map-276-exec-src,3.176e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,3ckvlawzegf36gvntvlqlzlugv4mynobqnsni7stucbw33uirf3a,8e-07,8e-07,ReadBucketObjectLockConfig,AmazonS3,map-276-exec-src,2.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,fti3q66l7o6sbebjoeonm65fsamgg3zmzrnmyjkvqei6h4tlcn4a,1.2e-06,1.2e-06,ReadACL,AmazonS3,map-276-exec-src,3.0,2024-05-20T09:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,6beogkgypg7tymws5dihpgxtieeh3t52x4ou7vhwdxisgpvrbqwq,0.0,0.0,PutObject,AmazonS3,map-276-exec-src,7.86e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,spqlql3qmn6bj37lmunq3og43azsee5bszhzsm7tc6ku7naaxctq,3.1e-09,3.1e-09,ReadCostAllocation,AmazonS3,map-276-exec-src,3.055e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,vcczk2xslqia7ljg2gzynd6nqgjumy2xf5rjxtacvupfy7xox2va,2e-09,2e-09,ReadLocation,AmazonS3,map-276-exec-src,1.006e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,viy3tnovffxohzq5teef6rs3ldzi36ocpujznj5irnyyervo7ora,3.5e-09,3.5e-09,ReadBucketReplication,AmazonS3,map-276-exec-src,3.455e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,jtfrozvejdp5phs72zmkip24phfwgamdvmh64ifrvzvqhslfriaa,3.6e-06,3.6e-06,ReadLocation,AmazonS3,map-276-exec-src,9.0,2024-05-20T09:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,pdiltyrjn4x2nate55iffjzrftcjjqleptwaeizxxxizojq7ojqa,8e-07,8e-07,ReadBucketPolicy,AmazonS3,map-276-exec-src,2.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,t5mpbqyhagjv27cgxierx23ivxjhkeqkoyketlxnzrywcvq2ydbq,2e-05,2e-05,PutObject,AmazonS3,map-276-exec-src,4.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,dvxvvp3eh7obhyluxpcrupwgdsjf7k7xyi6voymedum2qtnsledq,1.12e-05,1.12e-05,HeadObject,AmazonS3,map-276-exec-src,28.0,2024-05-20T10:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,xtkzwmc44jlaw6psaorfckos5ep2s5g7lim2tfzmaqu2dvzebqma,4e-09,4e-09,ReadLocation,AmazonS3,map-276-exec-src,2.012e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,yhu7bn44o3g7cumndrfz63ldyaz4mewi4ossvktlfaad4zkmvuia,3e-09,3e-09,ReadBucketLifecycle,AmazonS3,map-276-exec-src,2.999e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,vcli4254gkfgw2usjhkancdnydigwiu6w4v3l7ezxftkqx27im6q,5e-06,5e-06,WriteBucketServerSideEncryption,AmazonS3,map-276-exec-src,1.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,hev5tma3fch5jpgeg2g5me46i2btt5ouewho3lmevq5f6x23e7xq,1.1e-09,1.1e-09,ReadVersioningProps,AmazonS3,map-276-exec-src,1.052e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,2jgxn4c6d54z3gy43qtnsmh57oauctpodn7y3kfeill2tzr6fjrq,2.4e-06,2.4e-06,HeadBucket,AmazonS3,map-276-exec-src,6.0,2024-05-20T09:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,l3hql2c26mwzosnmlepjve756xijcsuz3hldsrhikmejqrq7iirq,5e-06,5e-06,CreateBucket,AmazonS3,map-276-exec-src,1.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,7vrwy6235eqeysywskoiykgqv2u2wnppfrvnofqx2fbrbhljikya,8.1e-09,7e-09,ReadLocation,AmazonS3,map-276-exec-src,1.006e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,4dhcpbvjdcic3ctebmxxnozxochhlwafcwjcn62uaomdx3arcgsq,8e-07,8e-07,ReadBucketPublicAccessBlock,AmazonS3,map-276-exec-src,2.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
{},1.3,2024-05-20T07:10:07.663Z,2024-05-20,1716189007663,076395046979,ResourceDiscovered,AWS::S3::Bucket,map-276-exec-src,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,sudaptap76bovdav3nixbjizunozrabaihw7nctkfuhtx3uej3xa,4e-07,4e-07,ReadBucketPolicyStatus,AmazonS3,map-276-exec-src,1.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB3GSL2BJRT:padesai""}"
